ID,Name,Address,City,State,County,Type,Ownership,Emergency Services,Can.use.EHRs,Overall rating,Mortality national comparison,Readmission,Patient.experience,Effectiveness.of.care,Timeliness.of.care
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,HANOVER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,DANVILLE CITY,Acute Care Hospitals,Proprietary,Yes,Y,1,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average
490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,ALBEMARLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average
490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,320 HOSPITAL DRIVE,MARTINSVILLE,VA,MARTINSVILLE CITY,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
490088,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,BEDFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,PRINCE EDWARD,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE - PO BOX 817,FRANKLIN,VA,FRANKLIN CITY,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,HAMPTON CITY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average
490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,RICHMOND CITY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,NA,Same as the national average,Same as the national average,Same as the national average,Same as the national average
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,EMPORIA CITY,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",125 BUENA VISTA CIRCLE,SOUTH HILL,VA,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,FAIRFAX,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average
490104,HIRAM W DAVIS MEDICAL CENTER,P O BOX 4030,PETERSBURG,VA,PETERSBURG CITY,Acute Care Hospitals,Government - State,No,,NA,NA,NA,NA,NA,NA
490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,FAIRFAX,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
490110,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,MONTGOMERY,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,WYTHE,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average
490112,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,CHESTERFIELD,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,PRINCE WILLIAM,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
490114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,WISE,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,GALAX CITY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,PULASKI,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,388 BEN BOLT AVENUE,TAZEWELL,VA,TAZEWELL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,HENRICO,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Above the national average
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,VIRGINIA BEACH CITY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average
490120,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,CHESAPEAKE CITY,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average
490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,FAIRFAX,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,ALLEGHANY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,BUCHANAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
490129,HALQUIST MEMORIAL INPATIENT CENTER,4715 NORTH 15 STREET,ARLINGTON,VA,ARLINGTON,Acute Care Hospitals,Voluntary non-profit - Private,No,,NA,NA,NA,NA,NA,NA
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,GLOUCESTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,CHESTERFIELD,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,STAFFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,SPOTSYLVANIA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,JAMES CITY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,PRINCE WILLIAM,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,LOUDOUN,Acute Care Hospitals,Proprietary,Yes,Y,NA,NA,NA,NA,NA,NA
491300,BATH COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,BATH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Below the national average,NA,NA,NA
491302,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,GILES,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
491303,DICKENSON COMMUNITY HOSPITAL,312 HOSPITAL DRIVE,CLINTWOOD,VA,DICKENSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,Same as the national average,Above the national average
491304,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,LEXINGTON CITY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,NA
491305,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,SHENANDOAH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
491306,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",18688 JEB STUART HIGHWAY,STUART,VA,PATRICK,Critical Access Hospitals,Proprietary,Yes,Y,NA,NA,Same as the national average,NA,NA,Same as the national average
491307,"PAGE MEMORIAL HOSPITAL, INC",200 MEMORIAL DRIVE,LURAY,VA,PAGE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
491308,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,LANCASTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
493300,CUMBERLAND HOSPITAL LLC,9407 CUMBERLAND ROAD,NEW KENT,VA,NEW KENT,Childrens,Proprietary,No,,NA,NA,NA,NA,NA,NA
493301,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,601 CHILDREN'S LANE,NORFOLK,VA,NORFOLK CITY,Childrens,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
493302,CHILDREN'S HOSP OF RICHMOND OF THE VCU HEALTH SYS,2924 BROOK ROAD,RICHMOND,VA,RICHMOND CITY,Childrens,Voluntary non-profit - Private,No,,NA,NA,NA,NA,NA,NA
500001,NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,WALLA WALLA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,SKAGIT,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,SKAGIT,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST  BOX 356151,SEATTLE,WA,KING,Acute Care Hospitals,Government - State,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,KING,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,YAKIMA,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,SNOHOMISH,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,KING,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,CHELAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,LEWIS,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,PIERCE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,THURSTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,SNOHOMISH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
500030,ST JOSEPH MEDICAL CENTER,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,WHATCOM,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,GRAYS HARBOR,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,GRANT,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,YAKIMA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Above the national average,Below the national average,Same as the national average,Above the national average
500037,TOPPENISH COMMUNITY HOSPITAL,502 W FOURTH AVE,TOPPENISH,WA,YAKIMA,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,KITSAP,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
500041,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,COWLITZ,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average
500044,DEACONESS HOSPITAL,W 800 FIFTH AVENUE,SPOKANE,WA,SPOKANE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
500049,WALLA WALLA GENERAL HOSPITAL,1025 S SECOND AVE,WALLA WALLA,WA,WALLA WALLA,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average
500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
500052,GROUP HEALTH CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,WA,KING,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,NA,NA,NA,NA,NA,NA
500053,KENNEWICK GENERAL HOSPITAL,900 SOUTH AUBURN STREET,KENNEWICK,WA,BENTON,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,SPOKANE,WA,SPOKANE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,BENTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Below the national average,Same as the national average,Above the national average,Below the national average
500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,WA,SNOHOMISH,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,KING,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,CLALLAM,Acute Care Hospitals,Government - Local,Yes,Y,2,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,SPOKANE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,PIERCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average
500084,EVERGREEN HEALTH MONROE,14701 179TH SE,MONROE,WA,SNOHOMISH,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,KING,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,PIERCE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500119,VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,SPOKANE,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,KING,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,PIERCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Above the national average,Below the national average,Above the national average,Below the national average
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,THURSTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,KING,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average
500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,WA,CHELAN,Acute Care Hospitals,Voluntary non-profit - Private,No,,3,NA,NA,NA,Same as the national average,NA
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,PIERCE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,WA,KING,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
501301,GARFIELD COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,POMEROY,WA,GARFIELD,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,NA
501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,DAYTON,WA,COLUMBIA,Critical Access Hospitals,Government - Hospital District or Authority,No,Y,NA,NA,NA,NA,NA,NA
501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,PACIFIC,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
501304,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,600 EAST MAIN STREET,ELMA,WA,GRAYS HARBOR,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,WA,LINCOLN,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,4,NA,Same as the national average,Above the national average,NA,NA
501307,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,WA,LINCOLN,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,NA
501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,GRANT,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,WA,STEVENS,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,NA,NA,Same as the national average,NA,NA,Above the national average
501310,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,WA,PEND OREILLE,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,Same as the national average,NA,NA,NA
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,ADAMS,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,Same as the national average
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,BENTON,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,CHELAN,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,Same as the national average
501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,WA,PACIFIC,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,KLICKITAT,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT,GOLDENDALE,WA,KLICKITAT,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,NA,Same as the national average,NA,Same as the national average,Same as the national average
501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,GRANT,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,NA
501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,WA,ADAMS,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,NA,NA,NA,NA,NA
501319,MORTON GENERAL HOSPITAL,521 ADAMS STREET,MORTON,WA,LEWIS,Critical Access Hospitals,Government - Local,Yes,Y,NA,NA,NA,NA,Same as the national average,Same as the national average
